customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,historical_value,projected_future_value,CLV,cost_discount,cost_outreach,tenure_bucket,service_count,high_friction_payment,price_per_service
2452-MRMZF,Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1937.4,No,1937.4,616.8,2554.2,15.420000000000002,15.0,4yr+,0,0,25.7
2272-QAGFO,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,1096.25,Yes,1096.25,1069.9199999999998,2166.17,44.58,15.0,1-2yr,0,1,74.3
7103-IPXPJ,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,99.4,5059.75,No,5059.75,2385.6000000000004,7445.35,59.64000000000001,15.0,4yr+,3,1,24.85
4342-HFXWS,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),69.7,3023.65,No,3023.65,1672.8000000000002,4696.450000000001,41.82000000000001,15.0,4yr+,4,0,13.940000000000001
3545-CNWRG,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,4889.2,No,4889.2,1416.2399999999998,6305.44,59.010000000000005,15.0,4yr+,3,1,24.5875
1785-BPHTP,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.45,2289.9,No,2289.9,1230.48,3520.38,51.27,15.0,2-4yr,2,1,28.483333333333334
4989-LIXVT,Male,1,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,6503.2,No,6503.2,1380.9600000000005,7884.16,57.540000000000006,15.0,4yr+,3,1,23.975
7315-WYOAW,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,1313.25,No,1313.25,1450.8,2764.05,60.45,15.0,1-2yr,3,1,25.1875
1173-XZPYF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,990.3,No,990.3,1284.48,2274.78,53.52,15.0,6-12mo,2,1,29.733333333333334
9850-OWRHQ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.1,228.0,Yes,228.0,1067.04,1295.04,44.46,15.0,0-6mo,0,0,74.1
3768-NLUBH,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.6,5746.15,Yes,5746.15,1448.6399999999996,7194.789999999999,60.36,15.0,4yr+,3,1,25.15
8676-TRMJS,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.0,209.1,Yes,209.1,1080.0,1289.1,45.0,15.0,0-6mo,0,0,75.0
2509-TFPJU,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.75,1864.2,No,1864.2,618.0,2482.2,15.45,15.0,4yr+,0,0,25.75
9530-GRMJG,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.1,5979.7,No,5979.7,2018.4,7998.099999999999,50.46,15.0,4yr+,5,1,14.016666666666666
6898-RBTLU,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.3,3902.45,No,3902.45,1903.2,5805.65,47.58,15.0,4yr+,4,0,15.86
5481-NTDOH,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.05,7142.5,No,7142.5,2569.2,9711.7,64.23,15.0,4yr+,4,0,21.41
2068-WWXQZ,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,902.0,No,902.0,481.2000000000001,1383.2,12.03,15.0,2-4yr,0,0,20.05
7359-SSBJK,Female,1,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.2,4481.0,Yes,4481.0,1684.8000000000002,6165.8,42.120000000000005,15.0,4yr+,4,0,14.040000000000001
2061-VVFST,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,805.2,No,805.2,280.8,1086.0,11.7,15.0,2-4yr,0,0,19.5
0685-MLYYM,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,Yes,154.85,1018.8,1173.65,42.45,15.0,0-6mo,0,1,70.75
0749-IRGQE,Female,1,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.3,528.45,No,528.45,652.3199999999998,1180.77,27.18,15.0,1-2yr,2,1,15.1
2380-DAMQP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,115.15,8349.7,No,8349.7,2763.6000000000004,11113.3,69.09,15.0,4yr+,6,1,16.45
2256-YLYLP,Male,0,Yes,Yes,68,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.95,4953.25,No,4953.25,1750.8000000000002,6704.05,43.77,15.0,4yr+,4,0,14.59
1272-ILHFG,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,332.65,No,332.65,471.6,804.25,11.79,15.0,1-2yr,0,0,19.65
0164-XAIRP,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,470.2,No,470.2,469.2000000000001,939.4,11.73,15.0,2-4yr,0,0,19.55
5666-CYCYZ,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55,2259.35,No,2259.35,1289.5199999999998,3548.87,53.73,15.0,2-4yr,2,1,29.849999999999998
4011-ARPHK,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.35,1411.35,No,1411.35,725.0400000000001,2136.39,30.21,15.0,2-4yr,1,0,25.175
8182-PNAGI,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.25,593.75,Yes,593.75,723.6,1317.35,30.15,15.0,1-2yr,1,0,25.125
6365-HITVU,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.25,6328.7,No,6328.7,2094.0,8422.7,52.35,15.0,4yr+,6,0,12.464285714285714
7558-IMLMT,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.8,1411.9,No,1411.9,499.2000000000001,1911.1,12.48,15.0,4yr+,0,0,20.8
9488-FYQAU,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.25,6841.4,No,6841.4,2622.0,9463.4,65.55000000000001,15.0,4yr+,5,0,18.208333333333332
3590-TCXTB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,No,20.35,293.04,313.39000000000004,12.21,15.0,0-6mo,0,0,20.35
6994-KERXL,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.9,238.5,No,238.5,804.9599999999999,1043.46,33.54,15.0,0-6mo,1,1,27.95
7957-RYHQD,Female,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,Yes,3233.85,1140.48,4374.33,47.52,15.0,2-4yr,2,0,26.400000000000002
2180-DXNEG,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,1062.1,Yes,1062.1,1382.4,2444.5,57.60000000000001,15.0,1-2yr,3,1,24.0
1960-UOTYM,Male,0,Yes,Yes,52,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,79.2,4016.3,No,4016.3,1900.8,5917.1,47.52,15.0,4yr+,5,1,13.200000000000001
2740-JFBOK,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.0,226.55,No,226.55,345.6,572.15,14.400000000000002,15.0,6-12mo,0,1,24.0
6500-JVEGC,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),101.35,7110.75,No,7110.75,2432.4,9543.15,60.81,15.0,4yr+,4,0,20.27
5515-AKOAJ,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,Yes,5440.9,1441.4399999999998,6882.339999999999,60.06,15.0,4yr+,3,1,25.025
8976-OQHGT,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,56.5,235.1,Yes,235.1,813.6,1048.7,33.900000000000006,15.0,0-6mo,2,0,18.833333333333332
5245-VDBUR,Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,No,1958.95,850.8000000000001,2809.75,21.270000000000003,15.0,4yr+,2,0,11.816666666666668
6230-BSUXY,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,85.0,1224.0,1309.0,51.0,15.0,0-6mo,2,1,28.333333333333332
8469-SNFFH,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),79.4,5528.9,No,5528.9,1905.6,7434.5,47.64000000000001,15.0,4yr+,5,0,13.233333333333334
2144-ESWKO,Male,0,No,No,43,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),35.2,1463.7,No,1463.7,844.8000000000001,2308.5,21.120000000000005,15.0,2-4yr,2,0,11.733333333333334
1241-FPMOF,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1025.05,No,1025.05,471.6,1496.65,11.79,15.0,4yr+,0,0,19.65
9928-BZVLZ,Female,0,No,No,12,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,49.85,552.1,No,552.1,1196.4,1748.5,29.910000000000004,15.0,1-2yr,4,0,9.97
4114-QMKVN,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),68.75,3815.4,No,3815.4,1650.0,5465.4,41.25,15.0,4yr+,3,0,17.1875
2775-SEFEE,Male,0,No,Yes,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),61.9,0.0,No,0.0,1485.6,1485.6,37.14,15.0,0-6mo,3,0,15.475
9003-CPATH,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.9,3313.4,No,3313.4,1150.56,4463.96,47.940000000000005,15.0,2-4yr,1,1,39.95
1754-GKYPY,Male,1,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,No,1938.9,1292.4,3231.3,53.85,15.0,1-2yr,2,0,29.916666666666668
5294-CDGWY,Male,0,Yes,Yes,51,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.3,3014.65,Yes,3014.65,1423.1999999999998,4437.85,35.58,15.0,4yr+,5,1,9.883333333333333
7956-XQWGU,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.4,460.25,No,460.25,279.36,739.6099999999999,11.64,15.0,2-4yr,0,0,19.4
1591-MQJTP,Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.65,4839.15,No,4839.15,2247.6000000000004,7086.75,56.19,15.0,4yr+,3,0,23.4125
5295-PCJOO,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,184.4,Yes,184.4,711.3599999999999,895.7599999999999,29.64,15.0,0-6mo,1,1,24.7
2369-FEVNO,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,No,19.9,286.55999999999995,306.4599999999999,11.94,15.0,0-6mo,0,0,19.9
9863-JZAIC,Male,0,No,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.0,2010.55,Yes,2010.55,792.0,2802.55,33.0,15.0,2-4yr,1,0,27.5
7471-MQPOS,Male,1,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,No,5139.65,1749.6,6889.25,43.74000000000001,15.0,4yr+,4,0,14.580000000000002
7660-HDPJV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,69.2,996.48,1065.68,41.52,15.0,0-6mo,0,1,69.2
5115-SQAAU,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1673.4,No,1673.4,614.4000000000001,2287.8,15.360000000000005,15.0,4yr+,0,0,25.6
9845-QOMAD,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.75,309.35,No,309.35,474.0,783.35,11.85,15.0,1-2yr,0,0,19.75
7672-VFMXZ,Male,0,Yes,No,57,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.7,3171.6,No,3171.6,802.08,3973.68,33.42,15.0,4yr+,2,1,18.566666666666666
9739-JLPQJ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),117.5,8670.1,No,8670.1,2820.0,11490.1,70.5,15.0,4yr+,6,0,16.785714285714285
9916-AYHTC,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,916.0,No,916.0,476.4,1392.4,11.910000000000002,15.0,4yr+,0,0,19.85
3855-ONCAR,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.9,299.75,No,299.75,1136.16,1435.91,47.34,15.0,0-6mo,1,0,39.45
1488-SYSFC,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.65,702.05,No,702.05,297.36,999.41,12.39,15.0,2-4yr,0,1,20.65
7931-PXHFC,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.3,2354.8,Yes,2354.8,1495.1999999999998,3850.0,37.38,15.0,2-4yr,3,0,15.575
3990-QYKBE,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.5,3473.4,Yes,3473.4,1332.0,4805.4,55.5,15.0,2-4yr,2,1,30.833333333333332
0970-QXPXW,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,19.65,282.96,302.61,11.79,15.0,0-6mo,0,0,19.65
3259-KNMRR,Male,1,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.75,4438.2,No,4438.2,1914.0,6352.2,47.85,15.0,4yr+,4,0,15.95
6120-RJKLU,Female,1,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.95,4819.75,No,4819.75,1918.8,6738.55,47.970000000000006,15.0,4yr+,5,0,13.325000000000001
9572-WUKSB,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,92.25,No,92.25,430.56,522.81,17.94,15.0,0-6mo,1,1,14.95
5893-KCLGT,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1567.0,No,1567.0,474.0,2041.0,11.85,15.0,4yr+,0,0,19.75
0076-LVEPS,Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,No,1242.45,648.0,1890.45,27.0,15.0,2-4yr,4,0,9.0
3640-JQGJG,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.8,559.2,No,559.2,645.1199999999999,1204.32,26.879999999999995,15.0,1-2yr,0,0,44.8
4919-MOAVT,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,220.1,Yes,220.1,1002.96,1223.06,41.790000000000006,15.0,0-6mo,0,1,69.65
1596-OQSPS,Female,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.1,531.15,No,531.15,735.84,1266.99,30.660000000000004,15.0,6-12mo,1,1,25.55
9867-XOBQA,Female,0,No,Yes,21,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,53.15,1183.2,No,1183.2,1275.6,2458.8,31.89,15.0,1-2yr,5,0,8.858333333333333
9546-KDTRB,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.7,465.85,No,465.85,355.67999999999995,821.53,14.82,15.0,1-2yr,0,0,24.7
3090-HAWSU,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.6,6876.05,Yes,6876.05,2678.4,9554.45,66.96000000000001,15.0,4yr+,5,0,18.599999999999998
9820-RMCQV,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,Yes,501.0,699.1199999999999,1200.12,29.130000000000003,15.0,6-12mo,1,0,24.275
3174-RKMOW,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.95,3782.4,No,3782.4,1583.28,5365.68,65.97,15.0,2-4yr,5,1,18.325
1760-CAZHT,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,460.2,No,460.2,299.52000000000004,759.72,12.48,15.0,2-4yr,0,0,20.8
7839-QRKXN,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,20.2,290.87999999999994,311.0799999999999,12.12,15.0,0-6mo,0,0,20.2
8441-SHIPE,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1790.35,No,1790.35,614.4000000000001,2404.75,15.360000000000005,15.0,4yr+,0,0,25.6
5204-QZXPU,Male,0,No,No,19,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,733.35,Yes,733.35,570.9599999999999,1304.31,23.79,15.0,1-2yr,2,1,13.216666666666667
4597-ELFTS,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1334.0,Yes,1334.0,597.5999999999999,1931.6,14.94,15.0,4yr+,0,1,24.9
1320-GVNHT,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.4,7767.25,No,7767.25,2601.6000000000004,10368.85,65.04,15.0,4yr+,5,0,18.066666666666666
1047-RNXZV,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,No,876.15,469.2000000000001,1345.35,11.73,15.0,2-4yr,0,0,19.55
3541-ZNUHK,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.1,4600.95,No,4600.95,1225.4399999999998,5826.389999999999,51.06,15.0,4yr+,2,1,28.366666666666664
8450-JOVAH,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.7,113.55,Yes,113.55,816.4800000000001,930.03,34.02,15.0,0-6mo,1,0,28.35
8725-JEDFD,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,1793.25,No,1793.25,994.3199999999998,2787.57,41.43,15.0,2-4yr,0,0,69.05
7562-UXTPG,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,886.7,No,886.7,1010.16,1896.86,42.09,15.0,1-2yr,0,0,70.15
8071-SBTRN,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.15,7737.55,No,7737.55,2667.6000000000004,10405.15,66.69000000000001,15.0,4yr+,5,0,18.525000000000002
1113-IUJYX,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,105.95,1348.9,Yes,1348.9,2542.8,3891.7,63.57000000000001,15.0,1-2yr,5,0,17.658333333333335
6668-CNMFP,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.35,1686.85,No,1686.85,2144.4,3831.25,53.61,15.0,1-2yr,2,0,29.78333333333333
5626-MGTUK,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.1,1879.25,No,1879.25,1283.0399999999995,3162.29,53.46,15.0,1-2yr,2,0,29.7
5681-LLOEI,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),91.25,4013.8,No,4013.8,2190.0,6203.8,54.75,15.0,2-4yr,3,0,22.8125
8212-DJRCH,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,No,434.5,1301.0399999999995,1735.5399999999995,54.21,15.0,0-6mo,3,0,22.5875
4323-OHFOW,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.55,7195.35,No,7195.35,2533.2,9728.55,63.33,15.0,4yr+,4,0,21.11
4933-BSAIP,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,780.1,No,780.1,458.4,1238.5,11.46,15.0,2-4yr,0,0,19.1
2030-BTZRO,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,107.6,No,107.6,489.6,597.1999999999999,12.24,15.0,6-12mo,0,0,20.4
1116-DXXDF,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,100.45,3801.7,No,3801.7,2410.8,6212.5,60.27000000000001,15.0,2-4yr,4,1,20.09
9274-CNFMO,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,Yes,308.7,1079.28,1387.98,44.970000000000006,15.0,0-6mo,0,1,74.95
7758-XKCBS,Male,0,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.7,438.25,Yes,438.25,427.68,865.93,17.82,15.0,1-2yr,1,1,14.85
8992-JQYUN,Male,0,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,50.35,Yes,50.35,725.0400000000001,775.3900000000001,30.21,15.0,0-6mo,3,1,12.5875
6563-VNPMN,Female,1,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.7,3778.1,No,3778.1,1234.0800000000002,5012.18,51.42,15.0,2-4yr,3,0,21.425
0617-AQNWT,Female,0,Yes,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,3147.5,Yes,3147.5,1148.4,4295.9,28.71,15.0,4yr+,4,1,9.57
2267-WTPYD,Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94.0,5438.95,No,5438.95,1353.6,6792.549999999999,56.400000000000006,15.0,4yr+,3,0,23.5
0270-THENM,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,No,5102.35,1676.4,6778.75,41.91,15.0,4yr+,4,0,13.969999999999999
2446-PLQVO,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,70.3,1012.3199999999998,1082.62,42.18,15.0,0-6mo,0,1,70.3
4707-MAXGU,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.85,1872.2,No,1872.2,620.4000000000001,2492.6000000000004,15.510000000000002,15.0,4yr+,0,0,25.85
2710-WYVXG,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.1,213.35,No,213.35,1706.4,1919.75,42.66,15.0,0-6mo,4,0,14.219999999999999
3005-NFMTA,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.8,5617.75,Yes,5617.75,1422.7199999999998,7040.469999999999,59.28,15.0,4yr+,3,1,24.7
6300-BWMJX,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.35,5386.5,No,5386.5,1344.2399999999998,6730.74,56.00999999999999,15.0,4yr+,3,1,23.3375
